ID,TITLE_AUTHOR_DATE_COMBINED_NORMALIZED,TITLE,TITLE_REMAINDER,AUTHOR,AUTHOR_QUALIFIER,AUTHOR_DATE,EDITION,BEGIN_PUBLICATION_DATE,PUBDATE_260,PUBDATE_264,PUBPLACE_260,PUBPLACE_264,PUBLISHER_260,PUBLISHER_264,EXTENT,ASSOCIATED_ISBNS,ASSOCIATED_OCLC_NUMBERS,LCCN,ATHABASCA,BROCK,CALGARY,CONCORDIA,LAC,LAVAL,MANITOBA,MCGILL,MEMORIAL,MONTREAL,OTTAWA,QUEENS,REGINA,TORONTO,UALBERTA,UBC,WILFRID_LAURIER,ALL_SCHOOLS,TITLE_MATCH_COUNT,ATHABASCA_RETENTION,BROCK_RETENTION,MEMORIAL_RETENTION,TORONTO_RETENTION,LAC_RETENTION,UBC_RETENTION,CALGARY_RETENTION,UALBERTA_RETENTION,CONCORDIA_RETENTION,LAVAL_RETENTION,MANITOBA_RETENTION,MCGILL_RETENTION,MONTREAL_RETENTION,QUEENS_RETENTION,REGINA_RETENTION,WILFRID_LAURIER_RETENTION,OTTAWA_RETENTION,RETENTIONS_APPLIED
4172,integrationeconomiquelediscoursdeleadersdoriginehaitiennedelaregiondemontre-labe-1993,Inte?gration e?conomique. Le discours de leaders d'origine hai?tienne de la re?gion de Montre?al /,,"Labelle, Micheline,",,-1940,,1993,1993,,Montre?al :,,"Universite? du Que?bec a? Montre?al, De?partement de sociologie, Centre de recherche sur les relations interethniques et le racisme,",,103 pages,"2921600080, 9782921600088",1131165061,,,,,,,YES,,,,,,,,,,,,LAVAL-925 LAVAL-926 LAVAL-927 LAVAL-924,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4343,introductionauxrelationsinternationales-ethi-2003,Introduction aux relations internationales /,,"Éthier, Diane.",,,,2003,2003.,,[Montréal] :,,"Presses de l'Université de Montréal,",,278 pages,"2760618579, 9782760618572",51840720,,,,,,YES,YES,,,,YES,,,,,YES,,,LAC-791 LAVAL-964 MONTREAL-3365 LAC-752 UALBERTA-640 MONTREAL-1748,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
4881,lafamilledroitapplicableaulendemaindelaloi89-pine-1982,La famille :,droit applicable au lendemain de la loi 89 /,"Pineau, Jean,",,1934-2013.,,1982,1982.,,Montréal :,,"Presses de l'Université de Montréal,",,"xxiv, 320 pages","2760605957, 9782760605954","1015540756, 833365832, 9828198",,,,,,YES,YES,,YES,,YES,,,,,YES,YES,,LAC-1489 MCGILL-341 LAC-1562 UBC-40 UALBERTA-184 LAVAL-1093 MCGILL-340 MONTREAL-5104,6,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
4985,lagestionstrategiquedesressourceshumaines--1992,La Gestion strate?gique des ressources humaines /,,,,,,1992,1992,,[Montre?al] :,,"E?cole de relations industrielles, Universite? de Montre?al,",,pages 354-374 :,"2890673081, 9782890673083",27225134,,,,,,YES,YES,,,,YES,,,,,YES,,,LAC-399 UALBERTA-464 MONTREAL-859 LAVAL-1124,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,3
5296,lapolitiqueaucanadaetauquebec-bern-1976,La politique au Canada et au Québec /,,"Bernard, André,",,1939-,,1976,1976.,,Montréal :,,"Presses de l'Université du Québec,",,"xxiii, 516 p. :",0777001519,2333040,,,,,,,,,,,,,,,,YES,,,UALBERTA-1767 UALBERTA-2161 UALBERTA-2160,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
7171,lesobjectifsdapprentissage-font-1980,Les objectifs d'apprentissage /,,"Fontaine, France.",,,,1980,©1980.,,[Montréal] :,,"Service pédagogique, Université de Montréal,",,110 pages :,2920036036,15911179,,,,,,,YES,,,,YES,,,,,YES,,,UALBERTA-1555 LAVAL-1903 MONTREAL-1549 MONTREAL-248,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,3
7224,lespetitsgroupesparticipationetcommunication-sain-1978,Les petits groupes :,participation et communication /,"Saint-Arnaud, Yves",,,,1978,1978.,,Montréal :,,"Presses de l'Université de Montréal :;Editions du CIM,",,176 p. :,"0840503822, 9780840503824","4433035, 300541213",,,,YES,YES,YES,YES,,YES,YES,YES,,,,YES,YES,YES,,TORONTO-648 LAC-343 UBC-321 CALGARY-275 UALBERTA-1540 MCGILL-602 MONTREAL-706 MEMORIAL-69 LAC-1070 UBC-228 CONCORDIA-118 LAVAL-1917 MONTREAL-4183 TORONTO-1105 UALBERTA-326,8,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
7511,lesyndicalismequebecoisideologiedelacsnetdelaftq19401970-trem-1972,"Le syndicalisme québécois; idéologie de la C.S.N. et de la F.T.Q., 1940-1970",,"Tremblay, Louis-Marie,",,1932-,,1972,1972,,Montréal :,,"Presses de l'Université de Montréal,",,286 p. 24 cm,2760602125,,,,,,YES,YES,YES,,YES,YES,YES,,,,YES,YES,YES,,MEMORIAL-446 TORONTO-1003 LAC-994 UBC-341 UALBERTA-9 CONCORDIA-350 LAVAL-1622 MCGILL-512 MONTREAL-3901 UALBERTA-487,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
7728,lexamenmusculosquelettique-trem-2009,L'examen musculosquelettique /,,"Tremblay, Jean-Luc,",,1971-,,2009,2009.,,[Montréal] :,,"Presses de l'Université de Montréal,",,356 pages :,"2760621707, 9782760621701","417028645, 501316631, 933136480",,,,YES,,YES,YES,,YES,,YES,YES,YES,,YES,YES,,,TORONTO-943 TORONTO-982 LAC-1351 UALBERTA-908 MONTREAL-7023 OTTAWA-7 LAC-1113 CALGARY-66 LAVAL-2047 MONTREAL-4392 QUEENS-51 MCGILL-641,5,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
7748,lexiqueetconcordancedechretiendetroyescopieguiotavecintroductionindexetrima-olli-1986,Lexique et concordance de Chrétien de Troyes :,"copie Guiot, avec introduction, index et rimaire /","Ollier, Marie-Louise.",,,,1986,1989.,,Montréal :;Paris :,,"Institut d'études médiévales, Université de Montréal ;;Librairie Philosophique J. Vrin,",,"xcvi, 255 p. +","2920409026, 9782920409026","977900318, 1131378923",,,,,,,YES,,,YES,YES,,,,YES,YES,YES,,MEMORIAL-34 TORONTO-1138 UBC-733 LAVAL-2051 TORONTO-101 MONTREAL-4607 UALBERTA-1309,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,3
8426,methodesetconceptsdelalogiqueformelle-gaut-1978,Méthodes et concepts de la logique formelle /,,"Gauthier, Yvon,",,1941-,,1978,1978.,,Montréal :,,"Presses de l'Université de Montréal,",,238 pages :,"0840503954, 9780840503954","4433015, 299369503",,,,,,YES,YES,,,YES,YES,,,,YES,YES,YES,,TORONTO-1651 LAC-214 UALBERTA-500 LAVAL-2236 MONTREAL-225 MEMORIAL-26 TORONTO-1104 LAC-986 UBC-229 LAVAL-2237 MONTREAL-3891,6,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
8675,mythologiehuronneetwyandotteavecenannexelestextespubliesanterieurement-barb-1994,Mythologie huronne et wyandotte :,avec en annexe les textes publiés antérieurement /,"Barbeau, Marius,",,1883-1969.,1re éd. en français /,1994,1994.,,Montréal :,,"Presses de l'Université de Montréal,",,439 pages :,"2760616096, 9782760616097","192111425, 29795929",,,,,,YES,,,YES,YES,YES,,,,YES,YES,YES,,TORONTO-383 LAC-1474 UALBERTA-981 MCGILL-712 MONTREAL-7307 MEMORIAL-335 TORONTO-1298 LAC-458 UBC-375 UALBERTA-331 MCGILL-711 MONTREAL-1025,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
9664,professiontraducteur-bast-2007,Profession traducteur /,,"Bastin, Georges L.,",,1952-,,2007,2007.,,[Montréal] :,,"Presses de l'Université de Montréal,",,66 pages :,"2760620336, 9782760620339","170167004, 191688297",,,,YES,YES,YES,YES,,YES,,YES,YES,,,YES,YES,,,TORONTO-536 LAC-1260 CALGARY-165 UALBERTA-837 UALBERTA-840 CONCORDIA-413 MCGILL-794 MONTREAL-5029 OTTAWA-10 CALGARY-132 LAC-873 UALBERTA-765 CONCORDIA-308 LAVAL-2510 MCGILL-793 MONTREAL-3654,7,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3
9922,questionnationaleetethnicitelediscoursdeleadersdoriginehaitiennedelaregiond-tard-1993,Question nationale et ethnicite?. Le discours de leaders d'origine hai?tienne de la re?gion de Montre?al /,,"Tardif, Francine,",,-1955,,1993,1993,,Montre?al :,,"Universite? du Que?bec a? Montre?al, De?partement de sociologie, Centre de recherche sur les relations interethniques et le racisme,",,111 pages,"2921600129, 9782921600125",1131169978,,,,,,,YES,,,,,,,,,,,,LAVAL-2584 LAVAL-2585 LAVAL-2583,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9923,questionnationaleetethnicitelediscoursdeleadersdorigineitaliennedelaregiond-tard-1993,Question nationale et ethnicite?. Le discours de leaders d'origine italienne de la re?gion de Montre?al /,,"Tardif, Francine,",,-1955,,1993,1993,,Montre?al :,,"Universite? du Que?bec a? Montre?al, De?partement de sociologie, Centre de recherche sur les relations interethniques et le racisme,",,104 pages,"2921600102, 9782921600101",1131159943,,,,,,,YES,,,,,,,,,,,,LAVAL-2583 LAVAL-2585 LAVAL-3011 LAVAL-2584,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
